职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
图像算法工程师 ,华大基因,D轮及以上,硕士,3-5年,10K-20K,1000-9999人,,https://www.zhipin.com/job_detail/1401607231.html
图像算法工程师 ,物联传感,B轮,硕士,1-3年,18K-25K,1000-9999人,,https://www.zhipin.com/job_detail/1404837857.html
图像处理算法工程师 ,速腾聚创,B轮,硕士,1-3年,12K-24K,20-99人,,https://www.zhipin.com/job_detail/1405216634.html
ISP图像调试工程师 ,物联传感,B轮,本科,1-3年,10K-20K,1000-9999人,,https://www.zhipin.com/job_detail/1404837851.html
嵌入式系统图像处理开发工程师 ,SenseTime,B轮,本科,1-3年,9K-18K,500-999人,,https://www.zhipin.com/job_detail/1400348708.html
视频图像处理研发工程师 ,微特,,本科,5-10年,20K-25K,,,https://www.zhipin.com/job_detail/1404900359.html
图像算法工程师 ,cosbeauty,B轮,硕士,1-3年,15K-30K,20-99人,,https://www.zhipin.com/job_detail/1401399819.html
图像算法工程师 ,Insta360,,本科,3-5年,10K-20K,,,https://www.zhipin.com/job_detail/1400268165.html
硬件 ,中控智慧,不需要融资,本科,3-5年,10K-11K,1000-9999人,,https://www.zhipin.com/job_detail/1411498187.html
算法工程师 ,深圳华为,不需要融资,本科,3-5年,25K-50K,10000人以上,,https://www.zhipin.com/job_detail/1411135596.html
售后工程师 ,IPI,,高中,1-3年,5K-7K,,,https://www.zhipin.com/job_detail/1411575796.html
算法工程师 ,百迈技术,A轮,本科,经验不限,10K-20K,0-20人,,https://www.zhipin.com/job_detail/1410823403.html
微信开发 ,瑞莱特云科技,不需要融资,不限,1-3年,6K-12K,100-499人,,https://www.zhipin.com/job_detail/1411504706.html
自然语言处理 ,华为,不需要融资,本科,3-5年,18K-36K,10000人以上,,https://www.zhipin.com/job_detail/1410807449.html
助理 ,缤纷文化,,中专及以下,1年以内,3K-5K,,,https://www.zhipin.com/job_detail/1411622699.html
camera 影像质量调试工程师 ,潜行科技,天使轮,不限,3-5年,15K-20K,0-20人,,https://www.zhipin.com/job_detail/1411607677.html
语音/视频/图形开发 ,深圳华为,不需要融资,本科,3-5年,25K-50K,10000人以上,,https://www.zhipin.com/job_detail/1410659996.html
算法工程师 ,路畅科技,已上市,本科,1-3年,15K-25K,1000-9999人,,https://www.zhipin.com/job_detail/1411392025.html
网络推广 ,创赛平台,,大专,1-3年,4K-8K,,,https://www.zhipin.com/job_detail/1411612232.html
驱动开发 ,文思海辉技术有限公司,已上市,本科,1-3年,15K-22K,10000人以上,,https://www.zhipin.com/job_detail/1411329476.html
IOS开发工程师 ,旺龙智能,未融资,大专,3-5年,11K-15K,100-499人,,https://www.zhipin.com/job_detail/1411617292.html
FPGA开发工程师 ,腾讯,已上市,本科,3-5年,15K-25K,10000人以上,,https://www.zhipin.com/job_detail/1411427254.html
U3D开发工程师 ,三只小熊,不需要融资,本科,1-3年,15K-30K,100-499人,,https://www.zhipin.com/job_detail/1411550343.html
Unity3D程序员 ,三维盘酷网络科技,,不限,经验不限,12K-18K,,,https://www.zhipin.com/job_detail/1410702003.html
文案策划 ,古尚古,,高中,经验不限,3K-5K,,,https://www.zhipin.com/job_detail/1411594697.html
U3D主程 ,三只小熊,不需要融资,本科,1-3年,15K-30K,100-499人,,https://www.zhipin.com/job_detail/1411566284.html
电商文案策划 ,远译,,本科,经验不限,6K-8K,,,https://www.zhipin.com/job_detail/1411591984.html
C#语言 ,中软国际,已上市,本科,1-3年,9K-18K,10000人以上,,https://www.zhipin.com/job_detail/1411582057.html
webGL开发工程师 ,三维盘酷网络科技,,大专,1-3年,15K-20K,,,https://www.zhipin.com/job_detail/1410584963.html
深圳Java开发 ,好好开车,B轮,本科,经验不限,20K-40K,100-499人,,https://www.zhipin.com/job_detail/1406222934.html
深圳公司DSP开发 ,好好开车,B轮,本科,经验不限,20K-40K,100-499人,,https://www.zhipin.com/job_detail/1406207744.html
深圳公司IOS开发 ,好好开车,B轮,本科,经验不限,20K-40K,100-499人,,https://www.zhipin.com/job_detail/1406207692.html
高级算法工程师（图像处理）,深圳市云之梦科技有限公司,成长型(A轮),硕士,3-5年,18k-36k,50-150人,2017-05-16 17:52:37,https://www.lagou.com/jobs/2735587.html
图像处理工程师,维沃移动通信有限公司,初创型(未融资),本科,3-5年,20k-40k,2000人以上,2017-04-26 18:12:04,https://www.lagou.com/jobs/2265233.html
算法工程师－视觉与图像处理,深圳市阿西莫夫科技有限公司,成长型(A轮),硕士,1-3年,20k-30k,15-50人,2017-05-18 15:03:26,https://www.lagou.com/jobs/1510383.html
图像处理工程师,深圳市茁壮网络股份有限公司,成熟型(D轮及以上),硕士,3-5年,10k-20k,500-2000人,2017-05-16 10:46:34,https://www.lagou.com/jobs/3123950.html
算法工程师（三维图形图像）,西安蒜泥电子科技有限责任公司,成长型(A轮),本科,1-3年,12k-24k,150-500人,2017-05-19 11:21:16,https://www.lagou.com/jobs/2206354.html
算法工程师-图形图像方向,深圳市云智数据服务有限公司,成长型(A轮),本科,3-5年,9k-18k,15-50人,2017-05-14 16:36:50,https://www.lagou.com/jobs/3117855.html
系统研究工程师（图像处理）,深圳迈瑞生物医疗电子股份有限公司,上市公司,硕士,1-3年,10k-20k,2000人以上,2017-04-24 17:37:37,https://www.lagou.com/jobs/3051501.html
Rendering Programmer图像程序员,柳叶刀科技（深圳）有限公司,初创型(天使轮),本科,5-10年,20k-40k,15-50人,2017-05-02 15:25:59,https://www.lagou.com/jobs/2855600.html
基础研发-高级图像研发工程师,深圳市迅雷网络技术有限公司,上市公司,本科,3-5年,15k-30k,500-2000人,2017-05-12 18:21:46,https://www.lagou.com/jobs/2709204.html
图像算法工程师,深圳市菁优网络科技有限公司,上市公司,硕士,1-3年,20k-30k,150-500人,2017-05-19 10:50:38,https://www.lagou.com/jobs/2847989.html
图像处理算法工程师,深圳市速腾聚创科技有限公司,成长型(B轮),硕士,1-3年,15k-30k,50-150人,2017-05-19 14:35:40,https://www.lagou.com/jobs/2829879.html
图像处理算法工程师,深圳市脸萌科技有限公司,成长型(A轮),本科,1-3年,10k-20k,50-150人,2017-05-03 09:55:23,https://www.lagou.com/jobs/2858623.html
图像算法开发工程师,深圳市创客工场科技有限公司,成长型(B轮),硕士,3-5年,20k-35k,150-500人,2017-05-16 17:22:42,https://www.lagou.com/jobs/2707173.html
图像处理算法工程师,深圳市乐士网络有限公司,成长型(不需要融资),本科,3-5年,25k-40k,50-150人,2017-05-20 09:27:52,https://www.lagou.com/jobs/3094072.html
图像算法工程师,深圳市哈博森智能股份有限公司,初创型(未融资),本科,3-5年,15k-20k,150-500人,2017-05-16 18:00:42,https://www.lagou.com/jobs/2736785.html
高级算法工程师（图像处理）,深圳市云之梦科技有限公司,成长型(A轮),硕士,3-5年,18k-36k,50-150人,2017-05-16 17:52:37,https://www.lagou.com/jobs/2735587.html
图像处理工程师,维沃移动通信有限公司,初创型(未融资),本科,3-5年,20k-40k,2000人以上,2017-04-26 18:12:04,https://www.lagou.com/jobs/2265233.html
算法工程师－视觉与图像处理,深圳市阿西莫夫科技有限公司,成长型(A轮),硕士,1-3年,20k-30k,15-50人,2017-05-18 15:03:26,https://www.lagou.com/jobs/1510383.html
图像处理工程师,深圳市茁壮网络股份有限公司,成熟型(D轮及以上),硕士,3-5年,10k-20k,500-2000人,2017-05-16 10:46:34,https://www.lagou.com/jobs/3123950.html
算法工程师（三维图形图像）,西安蒜泥电子科技有限责任公司,成长型(A轮),本科,1-3年,12k-24k,150-500人,2017-05-19 11:21:16,https://www.lagou.com/jobs/2206354.html
算法工程师-图形图像方向,深圳市云智数据服务有限公司,成长型(A轮),本科,3-5年,9k-18k,15-50人,2017-05-14 16:36:50,https://www.lagou.com/jobs/3117855.html
系统研究工程师（图像处理）,深圳迈瑞生物医疗电子股份有限公司,上市公司,硕士,1-3年,10k-20k,2000人以上,2017-04-24 17:37:37,https://www.lagou.com/jobs/3051501.html
Rendering Programmer图像程序员,柳叶刀科技（深圳）有限公司,初创型(天使轮),本科,5-10年,20k-40k,15-50人,2017-05-02 15:25:59,https://www.lagou.com/jobs/2855600.html
基础研发-高级图像研发工程师,深圳市迅雷网络技术有限公司,上市公司,本科,3-5年,15k-30k,500-2000人,2017-05-12 18:21:46,https://www.lagou.com/jobs/2709204.html
图像算法工程师,深圳市菁优网络科技有限公司,上市公司,硕士,1-3年,20k-30k,150-500人,2017-05-19 10:50:38,https://www.lagou.com/jobs/2847989.html
图像处理算法工程师,深圳市速腾聚创科技有限公司,成长型(B轮),硕士,1-3年,15k-30k,50-150人,2017-05-19 14:35:40,https://www.lagou.com/jobs/2829879.html
图像处理算法工程师,深圳市脸萌科技有限公司,成长型(A轮),本科,1-3年,10k-20k,50-150人,2017-05-03 09:55:23,https://www.lagou.com/jobs/2858623.html
图像算法开发工程师,深圳市创客工场科技有限公司,成长型(B轮),硕士,3-5年,20k-35k,150-500人,2017-05-16 17:22:42,https://www.lagou.com/jobs/2707173.html
图像处理算法工程师,深圳市乐士网络有限公司,成长型(不需要融资),本科,3-5年,25k-40k,50-150人,2017-05-20 09:27:52,https://www.lagou.com/jobs/3094072.html
图像算法工程师,深圳市哈博森智能股份有限公司,初创型(未融资),本科,3-5年,15k-20k,150-500人,2017-05-16 18:00:42,https://www.lagou.com/jobs/2736785.html
算法工程师（图像处理）,深圳市云之梦科技有限公司,成长型(A轮),本科,1-3年,10k-20k,50-150人,2017-05-16 17:52:37,https://www.lagou.com/jobs/2735604.html
图像算法工程师,深圳市脸萌科技有限公司,成长型(A轮),本科,3-5年,15k-25k,50-150人,2017-05-03 09:57:42,https://www.lagou.com/jobs/402416.html
高级图像算法工程师,深圳市牛鼎丰科技有限公司,成长型(不需要融资),本科,3-5年,15k-30k,150-500人,2017-05-18 11:45:32,https://www.lagou.com/jobs/2867987.html
图像算法工程师,深圳市云宙多媒体技术有限公司,成长型(A轮),本科,3-5年,10k-20k,15-50人,2017-05-09 13:44:59,https://www.lagou.com/jobs/3023870.html
图像算法工程师A,深圳泰山体育科技股份有限公司,成长型(不需要融资),硕士,1-3年,15k-25k,150-500人,2017-05-18 15:37:21,https://www.lagou.com/jobs/2436665.html
硬件工程师（图像传感器方向）,深圳市科创数字显示技术有限公司,初创型(不需要融资),本科,3-5年,15k-20k,15-50人,2017-05-02 15:00:42,https://www.lagou.com/jobs/2932151.html
图像算法工程师,深圳市大疆创新科技有限公司,初创型(未融资),本科,1-3年,18k-25k,2000人以上,2017-05-10 15:32:46,https://www.lagou.com/jobs/3105534.html
图像算法开发攻城狮,深圳市耐能人工智能有限公司,成长型(A轮),硕士,1-3年,16k-32k,15-50人,2017-05-14 17:10:26,https://www.lagou.com/jobs/3117876.html
基础研发-视频图像研发专家,深圳市迅雷网络技术有限公司,上市公司,本科,5-10年,18k-35k,500-2000人,2017-05-18 19:44:49,https://www.lagou.com/jobs/2898067.html
图像算法工程师,深圳市魔眼科技有限公司,初创型(天使轮),本科,3-5年,10k-15k,50-150人,2017-04-28 11:51:13,https://www.lagou.com/jobs/3067967.html
图像算法工程师（深圳）,厦门美图之家科技有限公司,上市公司,本科,1-3年,13k-25k,500-2000人,2017-05-08 09:55:10,https://www.lagou.com/jobs/1303337.html
资深图像算法软件工程师,万兴科技股份有限公司,成长型(B轮),硕士,5-10年,30k以上,150-500人,2017-05-04 14:54:20,https://www.lagou.com/jobs/1484824.html
计算机视觉/图像处理算法工程师,深圳市弘金地网球发展有限公司,成长型(不需要融资),本科,1-3年,14k-28k,150-500人,2017-05-19 09:16:02,https://www.lagou.com/jobs/2847051.html
图像算法工程师,深圳市高巨创新科技开发有限公司,成长型(不需要融资),本科,1-3年,12k-20k,150-500人,2017-04-26 15:07:43,https://www.lagou.com/jobs/1024273.html
图像算法工程师,广州市沃楼商贸有限公司,成长型(不需要融资),硕士,不限,15k-30k,150-500人,2017-04-17 15:20:23,https://www.lagou.com/jobs/2232029.html
资深算法工程师（图像处理方向）,深圳市云之梦科技有限公司,成长型(A轮),博士,5-10年,30k-60k,50-150人,2017-05-16 17:52:37,https://www.lagou.com/jobs/2735579.html
图像算法开发工程师,智慧光科技（深圳）有限公司,初创型(不需要融资),硕士,3-5年,15K-25K,15-50人,2017-04-28 16:18:47,https://www.lagou.com/jobs/2888146.html
图像特效设计师（滤镜）-深圳,厦门美图之家科技有限公司,上市公司,不限,1-3年,8k-15k,500-2000人,2017-05-18 11:36:48,https://www.lagou.com/jobs/2647754.html
IQ图像质量工程师,深圳视觉科技有限公司,初创型(天使轮),本科,3-5年,15k-20k,15-50人,2017-05-11 18:18:03,https://www.lagou.com/jobs/3112028.html
图像技术规划高级经理,维沃移动通信有限公司,初创型(未融资),本科,5-10年,30k-60k,2000人以上,2017-05-05 09:46:12,https://www.lagou.com/jobs/2467945.html
Camera图像质量工程师,深圳市深网视界科技有限公司,初创型(天使轮),本科,不限,10k-20k,50-150人,2017-05-19 16:53:13,https://www.lagou.com/jobs/2989713.html
人工智能图像方向博士后（金蝶集团研究院清华大学联合培养）,金蝶软件（中国）有限公司,上市公司,博士,应届毕业生,20k-25k,2000人以上,2017-05-16 16:13:31,https://www.lagou.com/jobs/2834676.html
高级图像算法工程师,深圳市泰爻光电科技有限公司,初创型(不需要融资),本科,不限,15k-30k,15-50人,2017-05-08 09:33:17,https://www.lagou.com/jobs/2858031.html
图像测试工程师,深圳岚锋创视网络科技有限公司,成长型(B轮),本科,1-3年,8k-16k,150-500人,2017-05-20 09:44:57,https://www.lagou.com/jobs/2906846.html
图像算法开发工程师 （实习）,深圳信龙系统有限公司,初创型(未融资),硕士,不限,3k-6k,15-50人,2017-05-09 18:47:02,https://www.lagou.com/jobs/2933855.html
高级图像深度学习工程师,深圳市耐能人工智能有限公司,成长型(A轮),硕士,3-5年,30k-40k,15-50人,2017-05-15 11:22:37,https://www.lagou.com/jobs/3119036.html
高级C++图像算法工程师,万兴科技股份有限公司,成长型(B轮),本科,3-5年,20k-40k,150-500人,2017-05-04 14:54:19,https://www.lagou.com/jobs/2361596.html
图像视觉算法工程师,深圳市同讯信息技术有限公司,初创型(未融资),不限,不限,5k-7k,15-50人,2017-04-20 09:31:19,https://www.lagou.com/jobs/2864718.html
嵌入式软件工程师摄像机工程师NVR音视频图像底层存储,深圳市景阳科技股份有限公司,初创型(未融资),本科,1-3年,10k-20k,500-2000人,2017-05-16 09:07:52,https://www.lagou.com/jobs/2691730.html
高级图像识别算法工程师,深圳尊豪网络科技股份有限公司,成长型(A轮),硕士,5-10年,20k-30k,150-500人,2017-05-12 13:58:33,https://www.lagou.com/jobs/2933942.html
算法工程师 （图像优化）,深圳市云之梦科技有限公司,成长型(A轮),本科,1-3年,14k-25k,50-150人,2017-05-16 17:52:37,https://www.lagou.com/jobs/3104082.html
​图像识别,金蝶软件（中国）有限公司,上市公司,本科,1-3年,10k-20k,2000人以上,2017-05-16 16:13:31,https://www.lagou.com/jobs/3061220.html
